moves, guesses, result, moves, guesses, result, moves, guesses, result
3, 2, lost, 118, 4, lost, 33, 0, won, 
2, 1, lost, 3, 2, lost, 20, 0, won, 
17, 2, lost, 3, 1, lost, 2, 1, lost, 
60, 6, lost, 89, 3, won, 35, 2, won, 
9, 3, lost, 7, 4, lost, 27, 2, won, 
2, 1, lost, 140, 13, won, 11, 3, lost, 
8, 1, lost, 0, 0, lost, 37, 2, won, 
268, 3, lost, 135, 4, won, 29, 2, won, 
166, 5, lost, 119, 2, won, 24, 3, won, 
54, 5, lost, 96, 4, won, 14, 4, lost, 
290, 2, lost, 124, 6, won, 23, 0, won, 
7, 5, lost, 107, 3, lost, 28, 2, won, 
2, 1, lost, 63, 3, lost, 41, 1, won, 
260, 4, lost, 133, 0, won, 21, 0, won, 
2, 1, lost, 4, 3, lost, 20, 0, won, 
6, 3, lost, 2, 1, lost, 21, 1, won, 
17, 5, lost, 75, 3, lost, 2, 1, lost, 
122, 5, lost, 112, 0, won, 45, 1, won, 
24, 7, lost, 101, 3, won, 25, 1, won, 
75, 3, lost, 56, 3, lost, 31, 0, won, 
2, 1, lost, 108, 3, lost, 31, 2, won, 
318, 3, won, 101, 3, lost, 34, 3, won, 
134, 4, lost, 128, 0, won, 27, 5, lost, 
6, 4, lost, 2, 1, lost, 2, 1, lost, 
91, 1, lost, 103, 2, lost, 10, 2, lost, 
190, 5, lost, 122, 1, lost, 28, 1, won, 
4, 3, lost, 107, 1, won, 30, 3, won, 
180, 1, lost, 130, 1, lost, 39, 2, won, 
314, 6, lost, 90, 3, lost, 25, 0, won, 
40, 3, lost, 84, 2, lost, 14, 4, lost, 
208, 7, lost, 88, 1, lost, 30, 1, won, 
7, 1, lost, 127, 1, won, 9, 3, lost, 
5, 4, lost, 3, 2, lost, 28, 3, won, 
2, 1, lost, 116, 1, won, 34, 0, won, 
231, 5, lost, 115, 2, won, 26, 3, won, 
284, 5, lost, 112, 3, lost, 28, 1, lost, 
28, 1, lost, 119, 0, won, 33, 1, won, 
2, 1, lost, 108, 3, won, 19, 0, won, 
4, 1, lost, 4, 1, lost, 35, 1, won, 
2, 1, lost, 10, 4, lost, 19, 2, lost, 
10, 2, lost, 99, 4, won, 32, 6, won, 
248, 5, lost, 128, 1, lost, 43, 0, won, 
13, 4, lost, 129, 3, won, 31, 4, lost, 
42, 3, lost, 111, 1, won, 25, 1, won, 
36, 2, lost, 105, 0, won, 20, 2, won, 
286, 3, lost, 124, 4, lost, 30, 0, won, 
5, 2, lost, 120, 5, won, 27, 1, won, 
250, 2, lost, 11, 5, lost, 22, 0, won, 
20, 3, lost, 149, 0, won, 27, 2, won, 
19, 5, lost, 131, 4, won, 28, 0, won, 
19, 2, lost, 131, 2, lost, 31, 1, won, 
20, 5, lost, 30, 1, lost, 27, 0, won, 
3, 1, lost, 108, 3, won, 21, 6, won, 
2, 1, lost, 125, 3, won, 30, 2, lost, 
159, 8, lost, 5, 4, lost, 18, 0, won, 
45, 4, lost, 4, 3, lost, 2, 1, lost, 
10, 5, lost, 109, 3, won, 37, 0, won, 
61, 10, lost, 15, 6, lost, 22, 0, won, 
5, 4, lost, 94, 2, lost, 40, 3, won, 
3, 2, lost, 88, 3, lost, 2, 1, lost, 
164, 7, lost, 45, 2, lost, 10, 5, lost, 
41, 4, lost, 117, 1, won, 32, 0, won, 
78, 1, lost, 136, 1, won, 29, 0, won, 
8, 1, lost, 4, 3, lost, 22, 1, won, 
2, 1, lost, 151, 1, lost, 35, 1, won, 
130, 3, lost, 150, 2, won, 17, 0, won, 
240, 1, lost, 71, 3, lost, 2, 1, lost, 
4, 3, lost, 2, 1, lost, 21, 2, won, 
5, 1, lost, 2, 1, lost, 21, 1, won, 
61, 10, lost, 2, 1, lost, 2, 1, lost, 
2, 1, lost, 4, 3, lost, 24, 1, won, 
127, 4, lost, 112, 3, won, 2, 1, lost, 
312, 5, won, 4, 3, lost, 28, 2, won, 
5, 2, lost, 102, 1, won, 29, 3, won, 
2, 1, lost, 113, 1, won, 27, 0, won, 
21, 2, lost, 106, 4, won, 31, 1, won, 
17, 5, lost, 2, 1, lost, 34, 1, won, 
2, 1, lost, 2, 1, lost, 19, 1, lost, 
47, 4, lost, 9, 3, lost, 33, 0, won, 
3, 2, lost, 10, 8, lost, 25, 0, won, 
3, 2, lost, 120, 1, won, 29, 2, lost, 
4, 1, lost, 106, 3, lost, 35, 2, won, 
3, 2, lost, 104, 1, lost, 34, 1, won, 
5, 2, lost, 2, 1, lost, 19, 1, lost, 
4, 3, lost, 17, 4, lost, 24, 2, won, 
31, 3, lost, 121, 1, lost, 24, 0, won, 
6, 5, lost, 116, 3, won, 31, 4, won, 
2, 1, lost, 141, 0, won, 27, 4, lost, 
2, 1, lost, 2, 1, lost, 36, 0, won, 
194, 4, lost, 140, 5, won, 32, 0, won, 
280, 7, lost, 119, 2, won, 23, 1, won, 
249, 6, lost, 118, 3, lost, 18, 1, won, 
5, 4, lost, 111, 2, lost, 7, 4, lost, 
5, 3, lost, 107, 5, lost, 32, 3, won, 
8, 4, lost, 6, 4, lost, 30, 0, won, 
112, 4, lost, 119, 1, won, 3, 2, lost, 
35, 2, lost, 116, 0, won, 32, 1, won, 
14, 4, lost, 132, 2, won, 35, 0, won, 
57, 5, lost, 108, 0, won, 22, 1, won, 
2, 1, lost, 145, 4, lost, 29, 1, lost, 
3, 2, lost, 3, 2, lost, 4, 1, lost, 
48, 1, lost, 2, 1, lost, 33, 0, won, 
2, 1, lost, 9, 3, lost, 36, 3, won, 
229, 4, lost, 94, 1, won, 32, 3, won, 
4, 1, lost, 87, 3, lost, 20, 1, won, 
34, 5, lost, 4, 2, lost, 17, 3, lost, 
20, 1, lost, 42, 6, lost, 35, 3, won, 
181, 2, lost, 2, 1, lost, 36, 0, won, 
5, 4, lost, 91, 4, lost, 25, 1, won, 
225, 12, lost, 129, 5, lost, 25, 1, won, 
33, 5, lost, 2, 1, lost, 24, 1, won, 
2, 1, lost, 14, 3, lost, 19, 1, won, 
247, 3, lost, 102, 3, won, 30, 1, won, 
31, 5, lost, 101, 0, won, 27, 2, won, 
10, 1, lost, 27, 6, lost, 33, 1, won, 
296, 7, won, 100, 1, won, 6, 5, lost, 
8, 1, lost, 120, 1, lost, 18, 1, lost, 
192, 4, lost, 84, 2, lost, 30, 3, won, 
4, 1, lost, 122, 1, lost, 26, 0, won, 
41, 2, lost, 122, 3, won, 27, 2, lost, 
4, 3, lost, 2, 1, lost, 2, 1, lost, 
4, 3, lost, 7, 1, lost, 34, 1, won, 
2, 1, lost, 2, 1, lost, 2, 1, lost, 
266, 19, lost, 114, 4, lost, 30, 0, won, 
241, 5, won, 97, 3, lost, 20, 3, won, 
202, 5, lost, 6, 5, lost, 3, 2, lost, 
39, 1, lost, 95, 2, won, 35, 0, won, 
5, 2, lost, 83, 5, lost, 2, 1, lost, 
2, 1, lost, 15, 9, lost, 30, 1, won, 
25, 2, lost, 110, 4, lost, 30, 2, won, 
91, 4, lost, 148, 1, won, 33, 1, won, 
3, 2, lost, 135, 0, won, 28, 2, won, 
2, 1, lost, 6, 2, lost, 32, 0, won, 
5, 4, lost, 2, 1, lost, 17, 2, won, 
231, 5, lost, 15, 2, lost, 10, 1, lost, 
3, 2, lost, 122, 3, lost, 28, 3, won, 
11, 4, lost, 111, 4, won, 21, 3, won, 
2, 1, lost, 4, 3, lost, 22, 1, won, 
17, 4, lost, 110, 3, won, 28, 0, won, 
7, 6, lost, 17, 4, lost, 27, 5, lost, 
12, 4, lost, 137, 5, won, 15, 4, lost, 
29, 8, lost, 137, 3, lost, 29, 2, won, 
2, 1, lost, 117, 3, won, 25, 1, won, 
7, 6, lost, 3, 1, lost, 3, 2, lost, 
4, 3, lost, 127, 2, won, 29, 1, won, 
135, 5, lost, 58, 5, lost, 24, 3, won, 
189, 7, lost, 126, 3, won, 37, 1, won, 
2, 1, lost, 99, 5, lost, 24, 0, won, 
21, 2, lost, 130, 3, won, 20, 1, won, 
15, 6, lost, 114, 3, lost, 34, 0, won, 
50, 4, lost, 95, 4, lost, 31, 1, won, 
53, 7, lost, 137, 5, won, 35, 0, won, 
2, 1, lost, 29, 7, lost, 29, 4, won, 
127, 4, lost, 97, 0, won, 46, 4, won, 
188, 4, lost, 101, 2, lost, 27, 1, won, 
2, 1, lost, 156, 0, won, 3, 2, lost, 
23, 5, lost, 82, 3, lost, 14, 7, lost, 
70, 2, lost, 130, 0, won, 35, 2, won, 
229, 2, lost, 10, 2, lost, 27, 1, won, 
3, 2, lost, 112, 3, won, 31, 1, lost, 
114, 4, lost, 106, 1, lost, 35, 6, won, 
3, 2, lost, 99, 0, won, 27, 4, won, 
8, 3, lost, 106, 2, lost, 39, 0, won, 
5, 4, lost, 13, 7, lost, 37, 2, won, 
5, 4, lost, 5, 4, lost, 24, 0, won, 
7, 4, lost, 39, 3, lost, 31, 0, won, 
3, 1, lost, 121, 5, won, 20, 3, won, 
2, 1, lost, 103, 1, won, 18, 0, won, 
291, 5, won, 99, 2, lost, 29, 0, won, 
226, 9, lost, 2, 1, lost, 17, 5, lost, 
6, 5, lost, 138, 5, lost, 25, 1, won, 
65, 6, lost, 108, 2, lost, 21, 0, won, 
95, 4, lost, 109, 0, won, 27, 2, won, 
101, 4, lost, 29, 1, lost, 25, 1, won, 
120, 2, lost, 3, 2, lost, 24, 2, won, 
105, 1, lost, 93, 1, won, 24, 1, won, 
3, 2, lost, 4, 3, lost, 33, 3, won, 
284, 15, lost, 2, 1, lost, 37, 2, won, 
49, 5, lost, 109, 2, won, 5, 3, lost, 
5, 4, lost, 112, 3, lost, 27, 0, won, 
63, 6, lost, 131, 0, won, 15, 4, lost, 
4, 3, lost, 125, 3, won, 29, 0, won, 
6, 4, lost, 134, 1, won, 30, 0, won, 
4, 3, lost, 87, 1, lost, 15, 3, lost, 
113, 12, lost, 143, 0, won, 16, 2, won, 
215, 2, lost, 96, 0, won, 35, 1, won, 
84, 2, lost, 119, 2, won, 17, 3, lost, 
159, 6, lost, 116, 4, won, 26, 4, won, 
25, 2, lost, 116, 6, lost, 32, 0, won, 
4, 3, lost, 6, 3, lost, 16, 0, won, 
277, 5, lost, 68, 3, lost, 30, 0, won, 
204, 3, lost, 3, 2, lost, 40, 0, won, 
5, 2, lost, 29, 1, lost, 22, 0, won, 
246, 1, lost, 4, 3, lost, 2, 1, lost, 
2, 1, lost, 127, 3, won, 33, 0, won, 
2, 1, lost, 117, 3, lost, 31, 4, won, 
139, 5, lost, 145, 0, won, 24, 0, won, 
9, 5, lost, 138, 4, won, 23, 1, lost, 
6, 2, lost, 73, 2, lost, 29, 0, won, 
227, 5, lost, 3, 2, lost, 29, 3, won, 
38, 5, lost, 6, 3, lost, 23, 0, won, 
118, 4, lost, 103, 4, lost, 31, 3, won, 
89, 2, lost, 12, 5, lost, 24, 3, won, 
5, 3, lost, 2, 1, lost, 33, 0, won, 
9, 2, lost, 121, 4, lost, 24, 2, won, 
5, 2, lost, 96, 2, won, 25, 2, won, 
63, 4, lost, 96, 4, lost, 2, 1, lost, 
44, 5, lost, 7, 6, lost, 35, 0, won, 
4, 3, lost, 121, 3, won, 4, 3, lost, 
8, 1, lost, 5, 4, lost, 3, 2, lost, 
3, 2, lost, 42, 4, lost, 2, 1, lost, 
23, 4, lost, 105, 1, won, 41, 0, won, 
6, 5, lost, 102, 5, won, 32, 1, won, 
12, 3, lost, 135, 0, won, 23, 1, won, 
2, 1, lost, 29, 3, lost, 25, 0, won, 
2, 1, lost, 7, 6, lost, 30, 2, lost, 
261, 8, lost, 5, 4, lost, 28, 2, won, 
4, 2, lost, 2, 1, lost, 2, 1, lost, 
269, 5, lost, 133, 0, won, 35, 2, won, 
3, 2, lost, 135, 0, won, 32, 1, won, 
149, 3, lost, 123, 3, won, 29, 2, lost, 
120, 1, lost, 78, 5, lost, 28, 2, lost, 
2, 1, lost, 115, 2, lost, 34, 0, won, 
10, 3, lost, 107, 3, won, 22, 0, won, 
7, 6, lost, 99, 1, lost, 22, 2, lost, 
95, 6, lost, 2, 1, lost, 35, 5, won, 
9, 2, lost, 130, 3, won, 20, 0, won, 
300, 6, won, 8, 5, lost, 3, 2, lost, 
5, 4, lost, 115, 7, won, 4, 3, lost, 
19, 4, lost, 114, 7, won, 31, 0, won, 
3, 2, lost, 58, 3, lost, 27, 2, won, 
17, 1, lost, 2, 1, lost, 25, 2, lost, 
22, 4, lost, 17, 2, lost, 3, 2, lost, 
124, 12, lost, 107, 1, lost, 2, 1, lost, 
2, 1, lost, 115, 2, lost, 31, 1, won, 
307, 14, lost, 100, 4, lost, 9, 5, lost, 
10, 1, lost, 129, 2, lost, 26, 0, won, 
12, 3, lost, 99, 4, lost, 3, 2, lost, 
172, 8, lost, 116, 2, won, 28, 0, won, 
6, 5, lost, 122, 8, lost, 46, 0, won, 
15, 1, lost, 100, 1, won, 26, 0, won, 
58, 4, lost, 136, 2, lost, 21, 4, won, 
12, 4, lost, 5, 4, lost, 2, 1, lost, 
23, 4, lost, 3, 1, lost, 28, 4, lost, 
2, 1, lost, 137, 8, won, 31, 2, won, 
2, 1, lost, 118, 2, lost, 19, 0, won, 
2, 1, lost, 97, 2, won, 34, 1, won, 
22, 4, lost, 99, 1, lost, 28, 2, lost, 
114, 5, lost, 142, 1, won, 20, 3, lost, 
2, 1, lost, 2, 1, lost, 22, 1, won, 
3, 1, lost, 37, 4, lost, 39, 5, won, 
6, 5, lost, 79, 6, lost, 13, 4, lost, 
64, 1, lost, 3, 2, lost, 30, 0, won, 
5, 4, lost, 2, 1, lost, 33, 0, won, 
7, 3, lost, 14, 5, lost, 25, 0, won, 
6, 2, lost, 4, 3, lost, 38, 1, won, 
2, 1, lost, 123, 3, won, 25, 1, lost, 
7, 3, lost, 105, 4, lost, 26, 2, won, 
3, 2, lost, 118, 1, won, 31, 1, won, 
17, 5, lost, 5, 4, lost, 3, 2, lost, 
6, 3, lost, 130, 4, lost, 33, 1, won, 
167, 2, lost, 2, 1, lost, 18, 0, won, 
4, 1, lost, 116, 4, lost, 30, 1, won, 
176, 3, lost, 126, 1, lost, 8, 2, lost, 
41, 9, lost, 3, 2, lost, 27, 1, won, 
6, 3, lost, 8, 2, lost, 22, 0, won, 
4, 3, lost, 5, 4, lost, 16, 1, won, 
4, 3, lost, 5, 4, lost, 2, 1, lost, 
253, 4, lost, 105, 1, lost, 21, 1, won, 
72, 8, lost, 5, 2, lost, 20, 2, won, 
5, 4, lost, 2, 1, lost, 7, 6, lost, 
104, 8, lost, 118, 0, won, 17, 3, lost, 
4, 2, lost, 114, 0, won, 28, 3, won, 
154, 8, lost, 127, 4, won, 26, 0, won, 
21, 10, lost, 6, 5, lost, 26, 1, won, 
274, 5, lost, 3, 2, lost, 24, 0, won, 
12, 3, lost, 112, 1, won, 26, 4, won, 
11, 3, lost, 127, 5, won, 29, 2, won, 
100, 5, lost, 96, 1, lost, 33, 0, won, 
16, 4, lost, 119, 2, won, 20, 3, won, 
3, 2, lost, 11, 4, lost, 34, 2, won, 
6, 2, lost, 119, 3, won, 32, 0, won, 
5, 4, lost, 122, 4, won, 24, 1, won, 
198, 5, lost, 108, 3, won, 25, 1, won, 
2, 1, lost, 2, 1, lost, 11, 5, lost, 
28, 4, lost, 7, 4, lost, 37, 3, won, 
49, 5, lost, 80, 3, lost, 26, 3, lost, 
2, 1, lost, 30, 6, lost, 21, 0, won, 
10, 6, lost, 9, 4, lost, 23, 4, lost, 
4, 3, lost, 133, 1, won, 24, 2, won, 
43, 7, lost, 134, 2, won, 31, 0, won, 
175, 7, lost, 134, 1, won, 40, 0, won, 
13, 6, lost, 145, 1, won, 30, 3, won, 
179, 8, lost, 10, 5, lost, 36, 2, won, 
44, 2, lost, 137, 2, won, 27, 0, won, 
2, 1, lost, 4, 3, lost, 27, 0, won, 
177, 6, lost, 103, 3, won, 29, 0, won, 
124, 5, lost, 2, 1, lost, 4, 3, lost, 
2, 1, lost, 2, 1, lost, 5, 4, lost, 
62, 4, lost, 111, 0, won, 3, 2, lost, 
4, 3, lost, 8, 5, lost, 30, 3, won, 
102, 4, lost, 119, 2, won, 29, 2, won, 
15, 3, lost, 11, 3, lost, 30, 0, won, 
11, 4, lost, 132, 3, won, 8, 7, lost, 
12, 9, lost, 3, 2, lost, 15, 2, lost, 
122, 8, lost, 146, 0, won, 33, 1, won, 
171, 5, lost, 102, 3, lost, 30, 1, won, 
2, 1, lost, 131, 2, won, 26, 1, won, 
14, 6, lost, 129, 5, won, 28, 8, won, 
15, 4, lost, 125, 2, won, 24, 2, won, 
18, 3, lost, 114, 5, lost, 22, 1, won, 
280, 9, lost, 6, 4, lost, 29, 2, won, 
2, 1, lost, 45, 4, lost, 5, 4, lost, 
273, 4, lost, 131, 0, won, 32, 0, won, 
6, 5, lost, 118, 4, lost, 26, 0, won, 
15, 4, lost, 2, 1, lost, 22, 0, won, 
17, 2, lost, 56, 3, lost, 29, 0, won, 
112, 4, lost, 126, 2, lost, 30, 2, won, 
2, 1, lost, 23, 2, lost, 27, 1, won, 
16, 1, lost, 127, 1, won, 36, 0, won, 
9, 5, lost, 117, 3, won, 31, 4, won, 
51, 8, lost, 118, 4, won, 31, 2, lost, 
2, 1, lost, 13, 2, lost, 2, 1, lost, 
3, 2, lost, 117, 0, won, 21, 4, lost, 
4, 1, lost, 129, 0, won, 39, 0, won, 
12, 3, lost, 139, 5, won, 17, 1, won, 
2, 1, lost, 2, 1, lost, 25, 3, won, 
167, 3, lost, 130, 0, won, 31, 0, won, 
4, 3, lost, 89, 2, lost, 24, 0, won, 
263, 4, lost, 4, 3, lost, 20, 1, won, 
3, 2, lost, 138, 0, won, 12, 4, lost, 
2, 1, lost, 90, 2, lost, 25, 3, lost, 
95, 6, lost, 119, 5, won, 5, 2, lost, 
214, 5, lost, 37, 2, lost, 19, 3, lost, 
314, 4, won, 2, 1, lost, 10, 3, lost, 
249, 7, lost, 8, 3, lost, 23, 0, won, 
300, 3, won, 3, 2, lost, 34, 2, won, 
3, 2, lost, 101, 4, won, 23, 2, won, 
8, 2, lost, 115, 1, lost, 21, 0, won, 
69, 2, lost, 78, 3, lost, 28, 1, won, 
12, 2, lost, 104, 2, won, 3, 2, lost, 
174, 5, lost, 82, 0, won, 30, 0, won, 
149, 7, lost, 66, 4, lost, 33, 0, won, 
2, 1, lost, 125, 0, won, 26, 4, won, 
6, 5, lost, 120, 1, won, 35, 3, won, 
4, 3, lost, 31, 4, lost, 41, 2, won, 
2, 1, lost, 4, 3, lost, 26, 2, won, 
4, 3, lost, 4, 3, lost, 20, 4, lost, 
3, 2, lost, 17, 4, lost, 21, 2, won, 
10, 5, lost, 6, 5, lost, 26, 0, won, 
52, 5, lost, 5, 4, lost, 14, 4, lost, 
5, 4, lost, 117, 2, lost, 16, 0, won, 
5, 2, lost, 106, 1, won, 2, 1, lost, 
2, 1, lost, 86, 4, lost, 26, 8, won, 
2, 1, lost, 2, 1, lost, 7, 1, lost, 
74, 3, lost, 122, 2, won, 35, 0, won, 
29, 1, lost, 6, 5, lost, 21, 3, lost, 
7, 6, lost, 111, 4, lost, 27, 0, won, 
5, 2, lost, 142, 1, won, 30, 4, won, 
11, 4, lost, 19, 6, lost, 37, 1, won, 
7, 5, lost, 3, 2, lost, 30, 2, lost, 
4, 2, lost, 100, 1, won, 23, 0, won, 
15, 3, lost, 2, 1, lost, 22, 1, won, 
2, 1, lost, 118, 2, won, 39, 0, won, 
177, 2, lost, 138, 3, won, 4, 3, lost, 
29, 5, lost, 8, 7, lost, 43, 0, won, 
2, 1, lost, 2, 1, lost, 32, 6, won, 
8, 2, lost, 120, 2, won, 36, 1, won, 
256, 2, lost, 5, 2, lost, 3, 2, lost, 
3, 2, lost, 133, 3, lost, 35, 2, lost, 
22, 3, lost, 109, 1, won, 28, 1, won, 
2, 1, lost, 134, 1, won, 22, 0, won, 
7, 3, lost, 5, 2, lost, 20, 2, won, 
6, 3, lost, 76, 3, lost, 33, 2, won, 
5, 4, lost, 3, 2, lost, 24, 2, won, 
3, 2, lost, 8, 2, lost, 17, 2, lost, 
6, 2, lost, 2, 1, lost, 24, 1, won, 
300, 4, lost, 20, 6, lost, 24, 2, won, 
3, 2, lost, 6, 4, lost, 26, 0, won, 
6, 5, lost, 125, 3, lost, 32, 3, won, 
10, 4, lost, 107, 1, lost, 26, 1, won, 
27, 5, lost, 19, 3, lost, 36, 1, won, 
4, 3, lost, 106, 1, lost, 28, 2, won, 
23, 5, lost, 133, 1, won, 34, 2, won, 
246, 7, lost, 72, 4, lost, 29, 0, won, 
2, 1, lost, 115, 2, won, 19, 3, won, 
107, 5, lost, 139, 2, won, 26, 0, won, 
72, 6, lost, 125, 2, won, 37, 1, won, 
194, 3, lost, 106, 4, lost, 27, 0, won, 
2, 1, lost, 5, 4, lost, 2, 1, lost, 
88, 8, lost, 61, 2, lost, 43, 5, won, 
40, 4, lost, 119, 1, won, 29, 1, won, 
23, 2, lost, 76, 4, lost, 31, 0, won, 
8, 7, lost, 116, 3, lost, 25, 1, won, 
41, 4, lost, 5, 4, lost, 22, 0, won, 
82, 1, lost, 71, 5, lost, 39, 3, won, 
2, 1, lost, 28, 7, lost, 3, 2, lost, 
3, 2, lost, 3, 1, lost, 27, 1, won, 
130, 2, lost, 110, 3, won, 17, 4, lost, 
186, 1, lost, 12, 3, lost, 17, 1, won, 
95, 5, lost, 105, 3, lost, 31, 1, won, 
116, 4, lost, 2, 1, lost, 23, 0, won, 
4, 3, lost, 130, 1, won, 33, 1, won, 
2, 1, lost, 10, 8, lost, 25, 1, lost, 
255, 6, lost, 18, 2, lost, 29, 1, won, 
2, 1, lost, 6, 5, lost, 25, 1, won, 
56, 6, lost, 97, 2, won, 31, 0, won, 
32, 7, lost, 123, 5, won, 28, 1, won, 
2, 1, lost, 3, 2, lost, 28, 1, won, 
2, 1, lost, 32, 4, lost, 25, 1, won, 
81, 4, lost, 128, 2, won, 34, 0, won, 
2, 1, lost, 122, 3, lost, 2, 1, lost, 
30, 5, lost, 110, 4, lost, 43, 0, won, 
5, 2, lost, 102, 4, won, 8, 2, lost, 
4, 2, lost, 123, 1, lost, 28, 0, won, 
4, 3, lost, 3, 2, lost, 25, 3, won, 
4, 3, lost, 116, 5, won, 2, 1, lost, 
15, 6, lost, 6, 5, lost, 27, 0, won, 
188, 15, lost, 68, 6, lost, 4, 1, lost, 
39, 5, lost, 2, 1, lost, 33, 1, won, 
139, 6, lost, 2, 1, lost, 5, 4, lost, 
26, 5, lost, 10, 4, lost, 24, 2, lost, 
161, 3, lost, 99, 1, lost, 24, 3, lost, 
162, 9, lost, 140, 3, won, 49, 1, won, 
8, 4, lost, 105, 1, won, 36, 1, won, 
8, 6, lost, 5, 2, lost, 35, 1, won, 
191, 4, lost, 115, 1, lost, 42, 3, won, 
29, 4, lost, 2, 1, lost, 41, 4, won, 
236, 1, lost, 122, 1, lost, 26, 1, won, 
2, 1, lost, 127, 0, won, 19, 0, won, 
8, 3, lost, 100, 2, lost, 17, 0, won, 
288, 1, won, 6, 3, lost, 25, 2, won, 
11, 1, lost, 120, 2, won, 25, 0, won, 
285, 6, lost, 132, 3, lost, 24, 0, won, 
2, 1, lost, 19, 5, lost, 33, 5, won, 
5, 4, lost, 3, 2, lost, 22, 3, won, 
132, 2, lost, 114, 2, lost, 30, 2, won, 
142, 1, lost, 4, 1, lost, 27, 2, won, 
8, 4, lost, 32, 5, lost, 2, 1, lost, 
2, 1, lost, 100, 2, lost, 34, 3, won, 
2, 1, lost, 3, 2, lost, 29, 0, won, 
2, 1, lost, 148, 6, lost, 31, 0, won, 
2, 1, lost, 114, 4, won, 29, 3, won, 
88, 3, lost, 5, 1, lost, 21, 1, won, 
23, 5, lost, 4, 3, lost, 41, 3, won, 
4, 3, lost, 123, 4, won, 33, 0, won, 
59, 6, lost, 141, 2, won, 24, 0, won, 
48, 2, lost, 138, 0, won, 35, 0, won, 
9, 3, lost, 94, 1, won, 27, 2, won, 
6, 5, lost, 2, 1, lost, 37, 2, won, 
3, 2, lost, 123, 3, won, 30, 0, won, 
190, 7, lost, 113, 5, lost, 24, 2, won, 
38, 4, lost, 127, 1, won, 39, 0, won, 
3, 2, lost, 6, 2, lost, 2, 1, lost, 
2, 1, lost, 130, 1, won, 2, 1, lost, 
35, 4, lost, 114, 2, lost, 28, 0, won, 
206, 4, lost, 98, 2, lost, 31, 0, won, 
5, 4, lost, 3, 2, lost, 4, 1, lost, 
2, 1, lost, 92, 3, lost, 36, 0, won, 
178, 6, lost, 121, 0, won, 2, 1, lost, 
28, 5, lost, 100, 0, won, 26, 3, won, 
11, 4, lost, 127, 2, won, 26, 2, won, 
14, 4, lost, 89, 3, lost, 23, 0, won, 
19, 6, lost, 132, 5, won, 35, 4, lost, 
126, 5, lost, 125, 2, won, 33, 3, won, 
94, 7, lost, 129, 1, won, 24, 1, won, 
66, 6, lost, 97, 3, lost, 28, 0, won, 
2, 1, lost, 7, 6, lost, 35, 0, won, 
86, 4, lost, 130, 1, won, 24, 4, lost, 
5, 2, lost, 108, 0, won, 31, 0, won, 
2, 1, lost, 96, 2, lost, 24, 2, won, 
5, 4, lost, 6, 5, lost, 7, 1, lost, 
5, 4, lost, 102, 1, won, 4, 1, lost, 
4, 3, lost, 98, 4, won, 26, 3, won, 
89, 1, lost, 6, 4, lost, 19, 2, won, 
110, 2, lost, 5, 4, lost, 31, 1, won, 
12, 4, lost, 3, 2, lost, 29, 0, won, 
75, 4, lost, 129, 1, won, 2, 1, lost, 
2, 1, lost, 10, 5, lost, 20, 0, won, 
13, 2, lost, 143, 0, won, 33, 0, won, 
3, 2, lost, 97, 1, lost, 8, 3, lost, 
39, 2, lost, 5, 4, lost, 21, 0, won, 
34, 4, lost, 7, 5, lost, 27, 2, lost, 
69, 2, lost, 133, 2, lost, 25, 2, won, 
2, 1, lost, 5, 4, lost, 29, 3, won, 
222, 1, lost, 6, 3, lost, 5, 4, lost, 
2, 1, lost, 109, 3, won, 32, 0, won, 
227, 5, lost, 127, 5, won, 31, 1, won, 
2, 1, lost, 2, 1, lost, 19, 1, won, 
8, 1, lost, 3, 2, lost, 29, 1, won, 
315, 5, lost, 114, 0, won, 29, 1, won, 
11, 7, lost, 2, 1, lost, 29, 1, won, 
5, 4, lost, 127, 4, won, 25, 1, won, 
100, 1, lost, 139, 4, won, 30, 2, won, 
11, 7, lost, 99, 0, won, 30, 1, won, 
154, 3, lost, 99, 3, won, 31, 0, won, 
4, 3, lost, 111, 2, won, 33, 3, lost, 
66, 3, lost, 99, 0, won, 5, 4, lost, 
156, 2, lost, 123, 4, won, 23, 2, won, 
129, 6, lost, 115, 3, won, 39, 6, won, 
22, 5, lost, 111, 3, won, 26, 2, won, 
6, 5, lost, 104, 0, won, 24, 4, won, 
3, 2, lost, 116, 2, lost, 27, 2, won, 
267, 8, lost, 126, 1, won, 24, 1, won, 
127, 11, lost, 13, 2, lost, 2, 1, lost, 
2, 1, lost, 115, 1, won, 27, 0, won, 
3, 2, lost, 123, 1, won, 28, 1, won, 
2, 1, lost, 135, 2, won, 20, 4, lost, 
126, 7, lost, 67, 5, lost, 12, 4, lost, 
2, 1, lost, 133, 3, won, 19, 1, won, 
203, 9, lost, 119, 1, won, 31, 3, won, 
2, 1, lost, 8, 1, lost, 30, 3, lost, 
29, 7, lost, 2, 1, lost, 27, 2, won, 
7, 4, lost, 124, 2, lost, 22, 2, won, 
2, 1, lost, 133, 2, won, 39, 0, won, 
14, 2, lost, 136, 1, won, 2, 1, lost, 
5, 4, lost, 2, 1, lost, 9, 4, lost, 
89, 10, lost, 73, 5, lost, 21, 1, lost, 
7, 4, lost, 6, 5, lost, 34, 0, won, 
37, 4, lost, 5, 4, lost, 40, 1, won, 
